StopId,Name,Latitude,Longitude
"183","Botanic Rd","53.37231694","-6.26874"
"184","Botanic Rd","53.369695","-6.268971111"
"185","Botanic Rd","53.36809389","-6.270018889"
"186","Prospect Road","53.36535","-6.271581944"
"187","Phibsboro Road","53.36272611","-6.272436944"
"188","Phibsboro Road","53.36011389","-6.272581111"
"189","Phibsboro Road","53.35716306","-6.273461944"
"190","Phibsboro Road","53.35511889","-6.273366111"
"191","Western Way","53.35507","-6.26937"
"192","Mountjoy Street","53.35643889","-6.268063056"
"193","Mckee Road","53.39119111","-6.294091111"
"194","Western Way","53.35503889","-6.26997"
"195","Phibsboro Road","53.355","-6.2735"
"196","Phibsboro Road","53.35687806","-6.273738056"
"197","Phibsboro Road","53.35894889","-6.273225"
"198","Phibsboro Road","53.36162111","-6.272835"
"199","Phibsboro Road","53.363615","-6.272286111"
"200","Prospect Way","53.36741889","-6.271593889"
"201","Botanic Rd","53.36828","-6.270108056"
"202","Botanic Rd","53.37007389","-6.268898056"
"203","Swords Road","53.37639611","-6.24993"
"204","Swords Road","53.37958694","-6.246638889"
"205","Swords Road","53.38141111","-6.245341111"
"206","Collins Ave","53.38352694","-6.247463889"
"207","Larkhill Rd","53.38481694","-6.249858889"
"208","Glendun Rd","53.386625","-6.24792"
"209","Larkhill Rd","53.38733","-6.245866111"
"210","Larkhill Rd","53.38752694","-6.248318056"
"211","Collins Ave","53.384265","-6.24916"
"212","Collins Ave","53.38317889","-6.246266111"
"213","Swords Road","53.38140194","-6.244888056"
"214","Swords Road","53.37930889","-6.246648889"
"215","Collins Ave","53.38186694","-6.242433056"
"216","Beaumont Road","53.38232889","-6.238176111"
"217","Beaumont Road","53.38432389","-6.23678"
"218","Shantalla Road","53.38556611","-6.2336"
"219","Shantalla Road","53.38785806","-6.238386111"
"220","Swords Road","53.387935","-6.244966944"
"221","Shanowen Rd","53.38972194","-6.246866111"
"222","Shanliss Rd","53.38993889","-6.24928"
"223","Shanliss Rd","53.39108806","-6.251771944"
"224","Shanard Road","53.39081","-6.25422"
"225","Shanard Road","53.39066806","-6.257413889"
"226","Shanard Road","53.39113611","-6.262191944"
"227","Shanliss Rd","53.39114306","-6.251321944"
"228","Shanliss Rd","53.39185","-6.259796944"
"229","Shanliss Rd","53.3914","-6.256516111"
"230","Shanliss Rd","53.38988611","-6.249051111"
"231","Swords Road","53.38923611","-6.245926944"
"232","Shantalla Road","53.38801806","-6.236916944"
"233","Shantalla Road","53.38581889","-6.233525"
"234","Beaumont Road","53.38494611","-6.234803889"
"235","Beaumont Road","53.38329306","-6.237236944"
"236","Beaumont Road","53.38202806","-6.238146944"
"237","Collins Ave","53.38203111","-6.24351"
"242","Beaumont Road","53.38565","-6.231991944"
"243","Beaumont Road","53.38577889","-6.229525"
"244","Skelly's Lane","53.38499306","-6.223483056"
"245","Skelly's Lane","53.38446806","-6.219551111"
"246","Kilmore Rd","53.38515111","-6.216213056"
"247","Ardlea Road","53.38697","-6.214488889"
"248","Maryfield Drive","53.38558806","-6.214478056"
"249","Kilmore Rd","53.38493111","-6.216143889"
"250","Skelly's Lane","53.38441889","-6.220233056"
"251","Skelly's Lane","53.384855","-6.223238056"
"252","Skelly's Lane","53.38556889","-6.22795"
"253","Beaumont Hospital","53.38994194","-6.224378889"
"254","Beaumont Hospital","53.39026389","-6.224098056"
"255","Beaumont Road","53.38558806","-6.231518056"
"261","Parnell Square","53.35405","-6.262833889"
"262","Parnell Square","53.35394694","-6.262723056"
"263","Parnell Square","53.35374111","-6.262483056"
"264","Parnell Square","53.35352806","-6.26223"
"265","Parnell Square","53.35335806","-6.26203"
"270","O'Connell St","53.350615","-6.260435"
"271","O'Connell St","53.34858389","-6.259538889"
"272","O'Connell St","53.35146","-6.260801111"
"273","O'Connell St","53.34724194","-6.258791111"
"274","O'Connell St","53.350345","-6.260671944"
"276","River Road","53.3774","-6.331791111"
"277","O'Connell St","53.35081","-6.26052"
"278","O'Connell St","53.35162806","-6.261236944"
"279","O'Connell St","53.35012694","-6.260581944"
"281","O'Connell St","53.35134889","-6.261111111"
"284","Rathbourne Avenue","53.37728389","-6.328361111"
"286","Cathal Brugha St","53.35199806","-6.260531111"
"288","Abbey St","53.34912889","-6.255625"
"289","Abbey St","53.34899","-6.256273056"
"291","Abbey St","53.34894389","-6.256588889"
"292","Abbey St","53.34918806","-6.255253889"
"293","Abbey St","53.34885806","-6.257078056"
"297","Eden Quay","53.34811611","-6.256768889"
"298","Eden Quay","53.34817694","-6.256371111"
"299","Eden Quay","53.348225","-6.256013889"
"300","Eden Quay","53.34826889","-6.255763056"
"301","Eden Quay","53.34807611","-6.256576944"
"302","Eden Quay","53.34810889","-6.256278889"
"303","Eden Quay","53.34811806","-6.25599"
"307","O'Donovan Rd","53.33458111","-6.280071944"
"308","Oscar Square","53.33676889","-6.279518056"
"309","Ardee St","53.33784694","-6.278901944"
"312","Wellington Quay","53.34547","-6.266191944"
"313","Bachelors Walk","53.347385","-6.260161111"
"315","Bachelors Walk","53.34699389","-6.261816111"
"316","Arlington Hotel","53.347261","-6.260611"
"317","Westmoreland Street","53.34624194","-6.259073889"
"318","Westmoreland Street","53.34630111","-6.259078889"
"319","Westmoreland Street","53.34596694","-6.259276944"
"320","Westmoreland Street","53.34564694","-6.259275"
"322","Ballymun Road","53.40425111","-6.265346111"
"323","Ballymun Road","53.41292","-6.265436944"
"324","Harristown","53.41772111","-6.278626111"
"325","Aston Quay","53.34673194","-6.259905"
"326","Aston Quay","53.34657611","-6.260463889"
"327","Ballymun Road","53.41319306","-6.265336111"
"328","Aston Quay","53.34642306","-6.261061111"
"329","Aston Quay","53.34631389","-6.261683056"
"332","Harristown","53.41735306","-6.27853"
"333","D'Olier Street","53.34666694","-6.258325"
"334","D'Olier Street","53.346555","-6.258156111"
"335","D'Olier Street","53.34636389","-6.257886111"
"336","D'Olier Street","53.34624694","-6.257703056"
"337","Fleet Street","53.34593889","-6.257805"
"339","Burgh Quay","53.34731306","-6.256928056"
"340","Townsend St","53.34597","-6.25614"
"342","Pearse Street","53.34556","-6.256793889"
"345","Pearse Street","53.345485","-6.256266111"
"346","Pearse Street","53.34553806","-6.256576111"
"347","College Street","53.34548111","-6.257688889"
"349","College Street","53.344585","-6.259345"
"350","Townsend Street","53.34564694","-6.24977"
"351","Pearse Street","53.34339389","-6.245313056"
"352","Pearse Street","53.34297389","-6.242426111"
"353","Pearse Street","53.342615","-6.239613889"
"354","Ringsend Road","53.34222","-6.236453056"
"355","Ringsend Road","53.341795","-6.233038889"
"356","Bridge Street","53.34190306","-6.226721944"
"357","Irishtown Rd","53.33916694","-6.223103056"
"359","Sean Moore Road","53.340715","-6.214161944"
"371","Irishtown Rd","53.33859389","-6.223075"
"372","Sandymount Rd","53.33548306","-6.219673889"
"373","Sandymount Rd","53.33425694","-6.217906944"
"374","Sandymount Rd","53.33317806","-6.216363056"
"375","Seafort Ave","53.33400111","-6.214388056"
"376","Strand Road","53.33071306","-6.209266111"
"377","Strand Road","53.32874306","-6.208823889"
"378","Strand Road","53.32564389","-6.207305"
"380","St. John's Road","53.324685","-6.209213056"
"381","Park Avenue","53.324195","-6.212296944"
"382","St. John's Road","53.32509306","-6.20763"
"383","Strand Road","53.32860389","-6.20894"
"384","Strand Road","53.33160889","-6.210171944"
"385","Newgrove Ave","53.332355","-6.211223056"
"387","Sandymount Rd","53.33254306","-6.215773056"
"388","Sandymount Rd","53.33452194","-6.218476111"
"389","Sandymount Rd","53.33529694","-6.219583889"
"390","Tritonville Road","53.33757111","-6.222285"
"391","Irishtown Rd","53.34008194","-6.223948056"
"392","Bridge Street","53.34174611","-6.227426944"
"393","Tritonville Road","53.33687389","-6.222331111"
"395","Ringsend Road","53.34195694","-6.235421944"
"396","Pearse Street","53.34246611","-6.239713056"
"397","Pearse Street","53.34278111","-6.242066944"
"398","Pearse Street","53.34329806","-6.245531944"
"399","Pearse Street","53.34385194","-6.248258056"
"400","Pearse Street","53.34482694","-6.25323"
"401","Dawson Street","53.34308306","-6.258431944"
"403","Nassau Street","53.34271194","-6.256688889"
"404","Nassau Street","53.34264806","-6.256403056"
"405","Nassau Street","53.34247694","-6.255596111"
"406","Nassau Street","53.34258111","-6.256093056"
"407","Custom House Quay","53.34833306","-6.253853056"
"408","Merrion Sq","53.34096694","-6.250013889"
"409","Merrion Sq","53.34013611","-6.247656111"
"410","Mount St","53.338815","-6.243878056"
"411","Mount St","53.33811306","-6.241758889"
"412","Northumberland Rd","53.33525306","-6.237256944"
"413","Northumberland Rd","53.33409111","-6.236441944"
"414","Pembroke Road","53.33152306","-6.23442"
"415","Pembroke Road","53.33033889","-6.232933056"
"416","Ballsbridge","53.32863111","-6.229358056"
"417","Merrion Road","53.32768806","-6.225958889"
"418","Merrion Road","53.32571111","-6.223386944"
"419","Merrion Road","53.32399","-6.220433889"
"420","Merrion Road","53.32190389","-6.217486111"
"421","Merrion Road","53.31999611","-6.214481944"
"422","Merrion Road","53.31806","-6.210313056"
"423","Merrion Road","53.317145","-6.207393056"
"424","Merrion Road","53.31539","-6.203711944"
"425","Merrion Road","53.312495","-6.201468056"
"426","Rock Road","53.31096389","-6.199823889"
"427","Rock Road","53.30826694","-6.195013056"
"428","Rock Road","53.30690389","-6.190708056"
"429","Rock Road","53.30470889","-6.18713"
"430","Mount Merrion Ave","53.30148389","-6.185888889"
"431","Mount Merrion Ave","53.30065306","-6.189076944"
"432","Mount Merrion Ave","53.29959389","-6.192943056"
"433","Mount Merrion Ave","53.29845194","-6.197225"
"434","Mount Merrion Ave","53.297855","-6.199456111"
"435","Stillorgan Road","53.29598889","-6.203743056"
"437","Trees Rd Lw","53.29321111","-6.206113889"
"441","Kilmacud Rd","53.28894611","-6.215036111"
"442","Kilmacud Rd","53.28920694","-6.211998056"
"443","Kilmacud Rd","53.28913194","-6.209026944"
"444","Kilmacud Rd","53.28805694","-6.207563889"
"445","Kilmacud Rd","53.285685","-6.208525"
"447","Kilmacud Rd","53.28021","-6.210541111"
"448","Burton Hall Rd","53.27490611","-6.206623889"
"449","Blackthorn Road","53.27627611","-6.216906111"
"450","Blackthorn Road","53.27509","-6.213488056"
"451","Blackthorn Drive","53.27822389","-6.207755"
"453","Kilmacud Rd","53.28857611","-6.207538056"
"454","Kilmacud Rd","53.289115","-6.209913056"
"459","South Avenue","53.292455","-6.210906944"
"460","Trees Rd Lw","53.29343889","-6.205645"
"461","Stillorgan Road","53.29478306","-6.203461111"
"462","Mount Merrion Ave","53.29696194","-6.203176944"
"464","Mount Merrion Ave","53.29820306","-6.198503889"
"465","Mount Merrion Ave","53.298845","-6.196146944"
"466","Mount Merrion Ave","53.29994389","-6.19207"
"467","Mount Merrion Ave","53.30096","-6.188273056"
"468","Mount Merrion Ave","53.30170806","-6.185266111"
"469","Rock Road","53.30284694","-6.184046944"
"470","Rock Road","53.30561889","-6.188958889"
"471","Rock Road","53.30686889","-6.191045"
"472","Rock Road","53.30787806","-6.1949"
"473","Rock Road","53.30924111","-6.197366111"
"475","Rock Road","53.31270611","-6.201881944"
"476","Rock Road","53.31574611","-6.204756111"
"477","Merrion Road","53.31685889","-6.206946111"
"478","Merrion Road","53.31810694","-6.211263889"
"479","Merrion Road","53.31913611","-6.213388889"
"480","Merrion Road","53.320845","-6.216276111"
"481","Merrion Road","53.32233806","-6.218253056"
"482","Merrion Road","53.32468","-6.222015"
"483","Merrion Road","53.32592694","-6.223956944"
"485","Ballsbridge","53.32826111","-6.228638889"
"486","Ballsbridge","53.32831694","-6.228913889"
"487","Pembroke Road","53.3308","-6.233865"
"488","Northumberland Rd","53.33309611","-6.236063056"
"489","Northumberland Rd","53.33494194","-6.237343056"
"490","Northumberland Rd","53.33655694","-6.238931111"
"491","Mount St","53.33780889","-6.241311111"
"492","Grattan St","53.338585","-6.243593889"
"493","Merrion Sq","53.33988889","-6.24736"
"494","Clare Street","53.34141694","-6.251671111"
"495","Westland Row","53.34358611","-6.249726111"
"496","Beresford Place","53.34945694","-6.252165"
"497","Amiens Street","53.35050306","-6.250701111"
"499","Summerhill Parade","53.35749611","-6.249096111"
"500","Ballybough Rd","53.35903111","-6.246263056"
"501","Ballybough Rd","53.36069889","-6.243671111"
"509","Ballybough Rd","53.36059694","-6.243313056"
"510","Ballybough Rd","53.35916694","-6.245788056"
"511","Summerhill Parade","53.35751","-6.248623056"
"512","Mountview Court","53.355941","-6.252003"
"513","Summerhill Rd","53.35525306","-6.254001111"
"515","Amiens Street","53.35350389","-6.248088889"
"516","North Strand Rd","53.35568","-6.245661944"
"518","North Strand Rd","53.35893111","-6.240913056"
"519","North Strand Rd","53.36030194","-6.239553056"
"521","Annesley Bridge","53.361625","-6.237988889"
"522","Marino Mart","53.36327194","-6.235341111"
"523","Marino Mart","53.36428111","-6.231608056"
"525","Howth Road","53.36493889","-6.22632"
"526","Howth Road","53.36682889","-6.221146944"
"527","Howth Road","53.367995","-6.212706944"
"528","Howth Road","53.36922194","-6.209938056"
"529","Howth Road","53.37056611","-6.20756"
"530","Howth Road","53.37122306","-6.204016944"
"531","Howth Road","53.37321889","-6.201438056"
"532","Howth Road","53.37571806","-6.193886944"
"533","Howth Road","53.37758611","-6.187028889"
"534","Howth Road","53.37865389","-6.181881944"
"535","Raheny Village","53.38022694","-6.177393056"
"536","Raheny Village","53.38042389","-6.173491944"
"537","Howth Road","53.37989889","-6.168141111"
"538","Howth Road","53.38013306","-6.164243889"
"539","Howth Road","53.38067194","-6.159335"
"540","Howth Road","53.38133306","-6.155098056"
"541","Howth Road","53.38187389","-6.152018889"
"542","Dublin Rd","53.38365611","-6.146261944"
"543","Dublin Rd","53.385055","-6.142371111"
"544","Dublin Rd","53.386105","-6.138003056"
"545","Dublin Rd","53.38710806","-6.133481944"
"546","Dublin Rd","53.38802111","-6.128341944"
"547","Dublin Rd","53.38861889","-6.123183056"
"548","Dublin Rd","53.388875","-6.11805"
"549","Dublin Rd","53.38908889","-6.114516944"
"550","Sutton Cross","53.38968806","-6.108193889"
"551","Howth Road","53.39003806","-6.104628889"
"552","Howth Road","53.39068194","-6.101001111"
"553","Howth Road","53.39097889","-6.090661944"
"554","Howth Road","53.390645","-6.086158889"
"555","Howth Road","53.38889","-6.079465"
"557","Howth Road","53.388825","-6.0732"
"558","Howth Road","53.38841194","-6.070418056"
"559","Howth Road","53.38834889","-6.065075"
"560","Howth","53.38608806","-6.065326944"
"562","Thormanby Road","53.38187806","-6.05915"
"563","Thormanby Road","53.38025694","-6.057536111"
"564","Thormanby Road","53.37833806","-6.056621111"
"565","Thormanby Road","53.37525389","-6.05458"
"566","Thormanby Road","53.37376806","-6.056111111"
"567","Thormanby Road","53.372485","-6.05864"
"568","Thormanby Road","53.37393611","-6.055788889"
"569","Thormanby Road","53.37557194","-6.054733056"
"570","Thormanby Road","53.37733111","-6.05582"
"571","Thormanby Road","53.37855889","-6.056888056"
"572","Thormanby Road","53.38041889","-6.057736944"
"573","Thormanby Road","53.38221694","-6.05971"
"574","Thormanby Road","53.38461389","-6.064253056"
"575","Howth","53.38598","-6.065403056"
"576","Harbour Road","53.38775306","-6.066343889"
"577","Harbour Road","53.38815806","-6.070151111"
"579","Howth Road","53.38866","-6.074273889"
"580","Howth Road","53.38876889","-6.079618889"
"581","Howth Road","53.390055","-6.083983056"
"582","Howth Road","53.39095111","-6.091966944"
"583","Howth Road","53.39075889","-6.100118056"
"584","Howth Road","53.38989389","-6.105185"
"585","Sutton Cross","53.38934889","-6.110821944"
"586","Dublin Rd","53.388835","-6.116818056"
"587","Dublin Rd","53.38842806","-6.124698889"
"588","Dublin Rd","53.38805111","-6.127578889"
"589","Dublin Rd","53.38684389","-6.134261944"
"590","Dublin Rd","53.386205","-6.137238056"
"591","Dublin Rd","53.38431806","-6.144268889"
"592","Dublin Rd","53.38275306","-6.148428056"
"593","Howth Road","53.38196","-6.15113"
"594","Howth Road","53.38116389","-6.155551111"
"595","Howth Road","53.38059611","-6.159226944"
"596","Howth Road","53.38025611","-6.161783056"
"597","Howth Road","53.38001389","-6.16469"
"598","Howth Road","53.37983806","-6.169111111"
"599","Howth Road","53.38033389","-6.173003889"
"600","Howth Road","53.38023611","-6.176206944"
"601","Howth Road","53.379245","-6.179636944"
"602","Howth Road","53.378145","-6.183033889"
"603","Howth Road","53.37742806","-6.187416944"
"604","Howth Road","53.37635111","-6.190776111"
"605","Howth Road","53.37565389","-6.193551944"
"606","Howth Road","53.37470611","-6.19785"
"607","Howth Road","53.37250389","-6.20215"
"608","Howth Road","53.371125","-6.20412"
"609","Howth Road","53.36983194","-6.208601944"
"610","Howth Road","53.36835111","-6.211528889"
"611","Howth Road","53.36674806","-6.218891944"
"612","Howth Road","53.36586694","-6.223985"
"613","Howth Road","53.36461306","-6.226796111"
"614","Fairview","53.36360611","-6.233541111"
"615","Annesley Brg Rd.","53.36189806","-6.237338056"
"616","North Strand Rd","53.35983194","-6.239618056"
"617","North Strand Rd","53.3579","-6.2421"
"618","North Strand Rd","53.35608","-6.24478"
"619","Amiens Street","53.35400306","-6.247281111"
"620","Talbot Street","53.350965","-6.252733889"
"621","Talbot Street","53.35038889","-6.25626"
"624","Harmonstown Rd","53.38018306","-6.189103889"
"625","Harmonstown Rd","53.38178806","-6.186306111"
"626","Edenmore Green","53.38448806","-6.18403"
"627","Edenmore Grove","53.38540889","-6.181983056"
"628","Edenmore Grove","53.38694806","-6.183883056"
"629","Edenmore Park","53.38652306","-6.185941111"
"630","Springdale Rd","53.38724306","-6.189301944"
"633","Tonlegee Dr","53.38964111","-6.189335"
"634","Tonlegee Ave","53.39026889","-6.184126944"
"635","Glenwood Rd","53.38901694","-6.183906111"
"636","Glenwood Rd","53.38885194","-6.186716111"
"637","Springdale Rd","53.38778889","-6.189863889"
"638","Springdale Rd","53.38675806","-6.188356111"
"639","Edenmore Park","53.38633389","-6.186723889"
"640","Edenmore Grove","53.3867","-6.183433056"
"641","Edenmore Grove","53.385825","-6.182368056"
"642","Edenmore Green","53.38472611","-6.183091111"
"643","Harmonstown Rd","53.38356194","-6.183863056"
"644","Harmonstown Rd","53.38235694","-6.185683889"
"645","Harmonstown Rd","53.38017111","-6.188613056"
"649","All Saints Rd","53.37628694","-6.189643056"
"650","All Saints Rd","53.375315","-6.185498889"
"651","All Saints Rd","53.37548194","-6.179916944"
"653","Raheny","53.37946194","-6.175323056"
"654","Watermill Rd","53.37921111","-6.176998889"
"655","Watermill Drive","53.37773611","-6.175413889"
"656","Watermill Drive","53.37647306","-6.177691111"
"657","All Saints Park","53.37554889","-6.178925"
"658","All Saints Rd","53.37498","-6.183123889"
"659","All Saints Rd","53.37525611","-6.185796944"
"661","Navan Rd","53.39241806","-6.383468889"
"662","Collins Avenue East","53.37387111","-6.212621944"
"663","Collins Avenue East","53.37476806","-6.217048056"
"664","Malahide Road","53.37466","-6.219551111"
"665","Malahide Road","53.37247889","-6.222061111"
"666","Malahide Road","53.37016694","-6.22429"
"667","Malahide Road","53.36797389","-6.226978056"
"668","Malahide Road","53.36457611","-6.229335"
"669","Malahide Road","53.36631111","-6.228656944"
"670","Malahide Road","53.36895","-6.226008889"
"671","Malahide Road","53.37071889","-6.224138056"
"672","Malahide Road","53.373465","-6.221061111"
"674","Collins Ave","53.37468806","-6.216073056"
"675","Amiens Street","53.352855","-6.248531944"
"677","Greenfield Rd","53.38921","-6.109311944"
"678","Greenfield Rd","53.38774","-6.105976944"
"679","Greenfield Rd","53.38645389","-6.102961944"
"680","Strand Road","53.38392806","-6.100676944"
"681","Strand Road","53.38122806","-6.1022"
"682","Strand Road","53.37940194","-6.102643056"
"683","St. Fintans Road","53.37767306","-6.100295"
"684","St. Fintans Road","53.37658111","-6.097615"
"685","St. Fintans Road","53.37540806","-6.094828889"
"686","Sheilmartin Rd","53.37385889","-6.094335"
"688","Strand Road","53.372915","-6.097753056"
"689","Strand Road","53.37476306","-6.099276944"
"690","Strand Road","53.37649694","-6.101363056"
"691","Strand Road","53.38142194","-6.102218889"
"692","Strand Road","53.38395694","-6.100805"
"693","Greenfield Rd","53.38689306","-6.104151111"
"694","Greenfield Rd","53.38435694","-6.100251111"
"695","Carrickbrack Rd","53.38287889","-6.098891944"
"696","Carrickbrack Rd","53.38051889","-6.094345"
"697","Carrickbrack Rd","53.37791194","-6.090806944"
"698","Carrickbrack Rd","53.37504694","-6.089926944"
"699","Carrickbrack Rd","53.37214694","-6.088113889"
"700","Carrickbrack Rd","53.36945694","-6.084201944"
"701","Carrickbrack Rd","53.36706","-6.079385"
"702","Carrickbrack Rd","53.36649889","-6.077456944"
"703","Carrickbrack Rd","53.36613","-6.074038056"
